Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Trend,PEWI,ALPS phase,Data Type,Unit,Currency,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2016,08,270,246.92,1.149,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2016,09,270,259.65,0.518,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2016,10,270,254.72,0.767,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2016,11,270,255.74,0.717,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2016,12,270,262.23,0.394,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,01,290,273.64,0.829,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,02,300,281.97,0.913,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,03,300,271.81,1.41,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,04,300,270.93,1.436,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,05,300,272.3,1.355,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,06,300,278.75,1.037,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,07,300,265.55,1.651,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,08,300,260.41,1.852,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,09,252,263.36,-0.534,,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,10,300,268.71,1.453,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,11,300,270.2,1.371,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2017,12,325,279.65,2.025,Crisis,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,01,308,286.33,0.967,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,03,300,281.24,0.838,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,04,300,281.5,0.827,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,05,300,282.33,0.791,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,06,300,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,07,300,276.85,1.039,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,08,300,271.81,1.258,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,09,300,275.87,1.074,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,10,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,11,300,280.85,0.853,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2018,12,300,287.1,0.577,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,01,300,292.53,0.336,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,02,300,297.07,0.132,,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,03,300,287.38,0.573,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,04,300,288.04,0.545,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,05,300,288.58,0.522,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,06,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,07,300,283.64,0.75,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,08,300,278.89,0.966,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,09,300,282.27,0.813,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,10,300,285.07,0.686,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,11,300,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2019,12,300,292.3,0.357,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,01,315,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,02,315,304.09,0.508,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,03,307.5,293.67,0.646,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,04,293.05,292.5,0.026,,Forecast,KG,XOF,327.76,258.33,AR(3);I(0);MA(2)
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,05,295.55,292.92,0.125,,Forecast,KG,XOF,330.26,260.83,AR(3);I(0);MA(2)
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,06,292.52,295.23,-0.128,,Forecast,KG,XOF,327.24,257.81,AR(3);I(0);MA(2)
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,07,290.03,287.81,0.106,,Forecast,KG,XOF,324.75,255.32,AR(3);I(0);MA(2)
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,08,293.16,283.12,0.477,Stress,Forecast,KG,XOF,327.87,258.45,AR(3);I(0);MA(2)
Senegal,Kaolack,Diama Gadio,Rice (imported),Retail,2020,09,294.35,285.69,0.412,Stress,Forecast,KG,XOF,329.06,259.64,AR(3);I(0);MA(2)
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2007,08,160,178.58,-0.744,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2007,09,160,184.02,-0.962,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2007,10,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2007,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2007,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,03,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,04,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,05,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,06,187.5,179.75,0.31,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,07,190,181.2,0.352,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,08,193.75,179.48,0.571,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,09,191.67,184.92,0.27,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,10,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2008,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,03,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,04,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,05,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,06,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,07,179,182.1,-0.124,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,08,180,180.38,-0.015,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,09,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,10,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2009,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,03,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,04,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,05,160,196.71,-1.47,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,06,170,181.55,-0.462,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,07,162.5,183,-0.821,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,08,153.33,181.28,-1.119,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,09,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,10,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2010,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,03,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,04,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,05,175,197.6,-0.905,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,06,180,182.45,-0.098,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,07,175,183.9,-0.356,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,08,187.5,182.17,0.213,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,09,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,10,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2011,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,03,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,04,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,05,182.5,198.5,-0.641,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,06,220,183.34,1.468,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,07,230,184.79,1.81,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,08,230,183.07,1.879,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,09,250,188.5,2.463,Crisis,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,10,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2012,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,02,180,180,0,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,03,185,173.27,0.47,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,04,185,176.1,0.356,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,05,300,199.4,4.029,Crisis,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,06,190,184.24,0.231,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,07,187.5,185.69,0.073,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,08,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,09,180,189.4,-0.376,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,10,180,177.44,0.103,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2013,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,03,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,04,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,05,175,200.29,-1.013,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,06,170,185.14,-0.606,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,07,178.75,186.59,-0.314,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,08,180,184.86,-0.195,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,09,176.67,190.3,-0.546,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,10,175,178.33,-0.133,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,11,166.67,166.67,0,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2014,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,03,163.33,175.06,-0.47,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,04,169,177.9,-0.356,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,05,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,06,165,186.03,-0.842,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,07,172,187.48,-0.62,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,08,171,185.76,-0.591,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,09,170,191.2,-0.849,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,10,180,179.23,0.031,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2015,12,166,166,0,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,01,163,163,0,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,02,170,176.21,-0.251,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,03,168,173.12,-0.209,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,04,170,175.6,-0.231,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,05,170,194.54,-1.009,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,06,173,182.19,-0.381,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,07,185,184.71,0.012,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,08,202,186.04,0.672,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,09,197,191.23,0.245,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,10,183,180.26,0.117,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,11,183,175.39,0.329,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2016,12,173,169.78,0.14,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,02,183,178.68,0.19,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,03,177,174.43,0.114,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,04,175,175.83,-0.037,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,05,180,193.4,-0.602,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,06,180,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,07,180,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,08,170,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,09,183,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,10,171,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,11,170,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2017,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,03,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,04,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,05,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,06,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,07,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,08,177,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,09,180,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,10,177,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,11,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2018,12,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,01,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,02,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,03,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,04,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,05,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,06,175,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,07,160,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,08,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,09,,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,10,166.67,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,11,188.33,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2019,12,178.75,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,01,180,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,02,167.5,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,03,160,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,04,166.88,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,05,173.33,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,06,185,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,07,185,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,08,175,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,09,183.33,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,10,180,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,11,175,,,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2020,12,180.38,182.48,-0.099,,Forecast,KG,XOF,220.3,140.47,AR(1);I(0);MA(2)
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2021,01,180.46,184.8,-0.204,,Forecast,KG,XOF,220.37,140.54,AR(1);I(0);MA(2)
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2021,02,180.52,184.7,-0.197,,Forecast,KG,XOF,220.44,140.6,AR(1);I(0);MA(2)
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2021,03,180.57,188.98,-0.395,,Forecast,KG,XOF,220.49,140.66,AR(1);I(0);MA(2)
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2021,04,180.62,180.07,0.026,,Forecast,KG,XOF,220.54,140.7,AR(1);I(0);MA(2)
Senegal,Kaolack,Kaolack,Maize (imported),Retail,2021,05,180.67,177.01,0.172,,Forecast,KG,XOF,220.58,140.75,AR(1);I(0);MA(2)
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,01,141.67,150.27,-0.656,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,02,135,152.64,-1.343,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,03,147.5,157.22,-0.74,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,04,148.33,161.91,-1.035,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,05,160,169.72,-0.74,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,06,161.25,182.14,-1.591,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,07,161.25,177.91,-1.269,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,08,170,177.22,-0.55,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,09,168.33,162.91,0.413,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,10,160,156.8,0.244,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,11,169,143,1.981,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2007,12,167.5,156.89,0.809,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,01,165,155.56,0.719,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,02,168.75,157.92,0.825,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,03,170,162.5,0.571,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,04,176.25,167.19,0.69,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,05,180,175,0.381,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,06,220,187.42,2.482,Crisis,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,07,200,183.19,1.28,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,08,198.75,182.5,1.238,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,09,182.5,168.19,1.09,Alert,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,10,165,162.08,0.222,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,11,133.33,148.28,-1.138,,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2008,12,170,162.17,0.597,Stress,Actual,KG,XOF,,,
Senegal,Kaolack,Kaolack,Maize (local),Retail,2009,01,160,160.84,-0.064,,Actual,KG,XOF,,,
